category,confidence,domain,etld1,evidence,first_seen,last_seen,recommended_action,score,shared_infrastructure_hint,sources
"['c2', 'malware']",critical,mehedimartbd.com,mehedimartbd.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'mehedimartbd.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443608Z,2026-06-19T07:05:37.443608Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,mercadodeartesdigitales.com,mercadodeartesdigitales.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'mercadodeartesdigitales.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443621Z,2026-06-19T07:05:37.443622Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,metroreportase.com,metroreportase.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'metroreportase.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443631Z,2026-06-19T07:05:37.443632Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,meupremioflex.com.br,meupremioflex.com.br,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'meupremioflex.com.br', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443642Z,2026-06-19T07:05:37.443642Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,mgpvtiti.com,mgpvtiti.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'mgpvtiti.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443651Z,2026-06-19T07:05:37.443652Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,mobconic.com,mobconic.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'mobconic.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443661Z,2026-06-19T07:05:37.443661Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,monahlaw.com,monahlaw.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'monahlaw.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443670Z,2026-06-19T07:05:37.443671Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,mywawavisit.ink,mywawavisit.ink,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'mywawavisit.ink', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443680Z,2026-06-19T07:05:37.443680Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,ibtidaa.org,ibtidaa.org,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'ibtidaa.org', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443689Z,2026-06-19T07:05:37.443690Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,indicatorspotvip.com,indicatorspotvip.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'indicatorspotvip.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443701Z,2026-06-19T07:05:37.443701Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,indiza.net,indiza.net,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'indiza.net', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443710Z,2026-06-19T07:05:37.443711Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,instantstorage.ng,instantstorage.ng,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'instantstorage.ng', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443720Z,2026-06-19T07:05:37.443721Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,jensencollector.com,jensencollector.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'jensencollector.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443733Z,2026-06-19T07:05:37.443734Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,judyprescottmarshall.com,judyprescottmarshall.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'judyprescottmarshall.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443743Z,2026-06-19T07:05:37.443743Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,kalamfanclub.com,kalamfanclub.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'kalamfanclub.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443752Z,2026-06-19T07:05:37.443753Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,kingdomdelight.com,kingdomdelight.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'kingdomdelight.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443762Z,2026-06-19T07:05:37.443763Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,kinshiphomesmaintenance.com,kinshiphomesmaintenance.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'kinshiphomesmaintenance.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443772Z,2026-06-19T07:05:37.443773Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,kpnautoparts.com,kpnautoparts.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'kpnautoparts.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443781Z,2026-06-19T07:05:37.443782Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,lauradurban.de,lauradurban.de,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'lauradurban.de', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443793Z,2026-06-19T07:05:37.443794Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,lmwstudios.com,lmwstudios.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'lmwstudios.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443804Z,2026-06-19T07:05:37.443805Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,lookeelooky.com,lookeelooky.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'lookeelooky.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443814Z,2026-06-19T07:05:37.443814Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,lowascomsurvey.shop,lowascomsurvey.shop,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'lowascomsurvey.shop', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443825Z,2026-06-19T07:05:37.443826Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,lowssurveystatus.live,lowssurveystatus.live,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'lowssurveystatus.live', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443835Z,2026-06-19T07:05:37.443836Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,lowssurveystatus.store,lowssurveystatus.store,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'lowssurveystatus.store', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443845Z,2026-06-19T07:05:37.443845Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,lswp.shop,lswp.shop,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'lswp.shop', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443854Z,2026-06-19T07:05:37.443855Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,flashpkt.store,flashpkt.store,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'flashpkt.store', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443866Z,2026-06-19T07:05:37.443867Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,forumjabar.com,forumjabar.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'forumjabar.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443875Z,2026-06-19T07:05:37.443876Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,freelancer5.xyz,freelancer5.xyz,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'freelancer5.xyz', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443885Z,2026-06-19T07:05:37.443885Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,fullfitlocks.com,fullfitlocks.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'fullfitlocks.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443894Z,2026-06-19T07:05:37.443895Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,futureconnectgroup.co.uk,futureconnectgroup.co.uk,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'futureconnectgroup.co.uk', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443908Z,2026-06-19T07:05:37.443909Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,geod.expert,geod.expert,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'geod.expert', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443920Z,2026-06-19T07:05:37.443921Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,gmiconsulting.co.uk,gmiconsulting.co.uk,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'gmiconsulting.co.uk', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443931Z,2026-06-19T07:05:37.443932Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,go88casino.pro,go88casino.pro,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'go88casino.pro', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443941Z,2026-06-19T07:05:37.443942Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,gooddealsinc.com,gooddealsinc.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'gooddealsinc.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443950Z,2026-06-19T07:05:37.443951Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,gospelofwork.com,gospelofwork.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'gospelofwork.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443960Z,2026-06-19T07:05:37.443961Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,gracedrivenlife.com,gracedrivenlife.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'gracedrivenlife.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443969Z,2026-06-19T07:05:37.443970Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,hapvidaonline.com.br,hapvidaonline.com.br,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'hapvidaonline.com.br', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443984Z,2026-06-19T07:05:37.443985Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,hi-tech-engineering.com,hi-tech-engineering.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'hi-tech-engineering.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.443996Z,2026-06-19T07:05:37.443997Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,hoaphongcachdanang.com,hoaphongcachdanang.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'hoaphongcachdanang.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444008Z,2026-06-19T07:05:37.444008Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,homefrontprojects.org,homefrontprojects.org,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'homefrontprojects.org', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444019Z,2026-06-19T07:05:37.444020Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,htxvanthanhphat.vn,htxvanthanhphat.vn,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'htxvanthanhphat.vn', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444029Z,2026-06-19T07:05:37.444030Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,hux.net,hux.net,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'hux.net', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444039Z,2026-06-19T07:05:37.444040Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,iamstudent.co.uk,iamstudent.co.uk,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'iamstudent.co.uk', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444050Z,2026-06-19T07:05:37.444051Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,drataynasantiago.com.br,drataynasantiago.com.br,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'drataynasantiago.com.br', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444061Z,2026-06-19T07:05:37.444062Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,drfelipearnaud.com.br,drfelipearnaud.com.br,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'drfelipearnaud.com.br', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444072Z,2026-06-19T07:05:37.444073Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,dynasticagency.com,dynasticagency.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'dynasticagency.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444082Z,2026-06-19T07:05:37.444082Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,ebyeos.com.br,ebyeos.com.br,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'ebyeos.com.br', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444092Z,2026-06-19T07:05:37.444093Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,ecosamp.com.br,ecosamp.com.br,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'ecosamp.com.br', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444103Z,2026-06-19T07:05:37.444104Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,ejazali.com,ejazali.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'ejazali.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444143Z,2026-06-19T07:05:37.444144Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,electromep.com,electromep.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'electromep.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444155Z,2026-06-19T07:05:37.444156Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,elegantapparelfashioncenter.shop,elegantapparelfashioncenter.shop,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'elegantapparelfashioncenter.shop', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444172Z,2026-06-19T07:05:37.444173Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,elegantshoppingbd.com,elegantshoppingbd.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'elegantshoppingbd.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444182Z,2026-06-19T07:05:37.444183Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,elite-agri.com,elite-agri.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'elite-agri.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444192Z,2026-06-19T07:05:37.444193Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,ellasfascinantes.com,ellasfascinantes.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'ellasfascinantes.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444201Z,2026-06-19T07:05:37.444202Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,elymar.com.pe,com.pe,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'elymar.com.pe', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444212Z,2026-06-19T07:05:37.444213Z,block_domain,100.0,False,['threatfox']
"['c2', 'malware']",critical,enerjplus.com,enerjplus.com,"[{'source_name': 'threatfox', 'source_type': 'feed', 'indicator_type': 'domain', 'value': 'enerjplus.com', 'category': ['c2', 'malware'], 'tags': [], 'confidence': 100.0, 'first_seen': None, 'last_seen': None, 'reference_url': '', 'raw': {'tags': [], 'malware_family': 'unknown_stealer', 'reference_url': ''}}]",2026-06-19T07:05:37.444222Z,2026-06-19T07:05:37.444223Z,block_domain,100.0,False,['threatfox']
